x
0.722146638
0.809388395
0.710594614
0.778880237
0.721501163
0.795051008
0.814002285
0.728469396
0.811192409
0.941791237
0.915524601
0.931252387
0.703050665
0.719618419
0.757142179
0.856017357
0.708598835
0.947007127
0.971693158
0.753206527
0.825667865
0.833913055
0.625332758
0.806631041
0.847620382
0.767061739
0.687397992
0.854530201
0.597344039
0.781470136
0.806833117
0.711113134
0.79929995
0.689491261
0.640375068
0.888259474
0.823891323
0.646668232
0.846350664
0.842401259
0.629197263
0.901283341
0.864271359
0.965872708
0.899109526
0.937097022
0.956517363
0.883442619
0.884052225
0.870912312
0.79286181
0.979605469
0.959342836
0.866076349
0.868945848
0.953118672
0.288446404
0.058784021
0.216626233
0.269638954
0.229833859
0.049284114
0.277092028
0.16800491
0.099794678
0.16348145
0.220679959
0.149008725
0.006740476
0.190753201
