x
9
10
26
8
1
2
3
16
25
23
24
6
11
5
21
17
12
20
19
18
22
15
7
4
13
14
26
12
25
24
3
23
7
20
17
14
6
18
19
22
21
15
5
4
16
11
2
10
8
1
9
13
26
23
25
12
24
3
7
8
1
2
16
5
20
19
10
22
14
6
15
18
17
4
21
9
11
13
12
3
24
7
25
26
23
5
6
18
16
8
15
1
21
20
4
14
19
17
22
2
9
10
11
13
2
14
8
1
21
15
6
18
5
22
16
19
17
20
7
24
3
26
12
23
4
11
10
13
25
9
12
23
25
7
3
24
26
10
8
18
14
9
21
22
15
6
20
5
17
19
16
2
1
4
11
13
4
20
5
9
14
18
17
21
15
22
19
16
8
6
2
1
10
11
13
24
12
3
23
26
25
7
26
12
25
3
24
7
23
20
16
18
19
14
17
6
21
5
4
15
22
1
2
8
10
9
11
13
17
6
14
20
4
22
15
19
21
18
5
16
24
12
3
7
26
23
25
1
2
10
8
9
11
13
19
6
5
17
21
14
18
15
22
20
16
4
1
2
10
23
8
11
25
12
7
24
3
9
26
13
